protein,freq,study,study_type
COQ4,6,brca_bccrc_xenograft_2014,breast
ZBED6,6,brca_bccrc_xenograft_2014,breast
CD36,6,brca_bccrc_xenograft_2014,breast
TP53BP1,6,brca_bccrc_xenograft_2014,breast
TMPRSS11A,6,brca_bccrc_xenograft_2014,breast
BORA,6,brca_bccrc_xenograft_2014,breast
GCM2,5,brca_bccrc_xenograft_2014,breast
TRIP6,5,brca_bccrc_xenograft_2014,breast
CCDC114,5,brca_bccrc_xenograft_2014,breast
PEX13,5,brca_bccrc_xenograft_2014,breast
SNX21,5,brca_bccrc_xenograft_2014,breast
SIRPG,5,brca_bccrc_xenograft_2014,breast
SASH3,5,brca_bccrc_xenograft_2014,breast
CDIPT,5,brca_bccrc_xenograft_2014,breast
SDHB,5,brca_bccrc_xenograft_2014,breast
WDR44,5,brca_bccrc_xenograft_2014,breast
PPM1D,5,brca_bccrc_xenograft_2014,breast
TRMT1,5,brca_bccrc_xenograft_2014,breast
FAS,5,brca_bccrc_xenograft_2014,breast
IFIT2,5,brca_bccrc_xenograft_2014,breast
TRMT2A,5,brca_bccrc_xenograft_2014,breast
SLC18A1,5,brca_bccrc_xenograft_2014,breast
LSM14A,5,brca_bccrc_xenograft_2014,breast
ZDHHC19,5,brca_bccrc_xenograft_2014,breast
KCNMB3,5,brca_bccrc_xenograft_2014,breast
NUP93,5,brca_bccrc_xenograft_2014,breast
TOX,5,brca_bccrc_xenograft_2014,breast
CYP17A1,5,brca_bccrc_xenograft_2014,breast
BCL6,5,brca_bccrc_xenograft_2014,breast
CABYR,5,brca_bccrc_xenograft_2014,breast
FAM174A,5,brca_bccrc_xenograft_2014,breast
AGBL1,5,brca_bccrc_xenograft_2014,breast
SAP130,5,brca_bccrc_xenograft_2014,breast
LAMB3,5,brca_bccrc_xenograft_2014,breast
ZNF503,5,brca_bccrc_xenograft_2014,breast
CEP55,5,brca_bccrc_xenograft_2014,breast
CDC42EP1,5,brca_bccrc_xenograft_2014,breast
CDH15,5,brca_bccrc_xenograft_2014,breast
EPHB2,4,brca_bccrc_xenograft_2014,breast
AADAC,4,brca_bccrc_xenograft_2014,breast
ERBB2,4,brca_bccrc_xenograft_2014,breast
MAGEB3,4,brca_bccrc_xenograft_2014,breast
OR1J1,4,brca_bccrc_xenograft_2014,breast
ZRSR2,4,brca_bccrc_xenograft_2014,breast
RPS6KB2,4,brca_bccrc_xenograft_2014,breast
TMEM74,4,brca_bccrc_xenograft_2014,breast
CEACAM8,4,brca_bccrc_xenograft_2014,breast
ETV6,4,brca_bccrc_xenograft_2014,breast
KCNIP2,4,brca_bccrc_xenograft_2014,breast
LRP1B,4,brca_bccrc_xenograft_2014,breast
CHRM4,4,brca_bccrc_xenograft_2014,breast
TULP1,4,brca_bccrc_xenograft_2014,breast
TULP2,4,brca_bccrc_xenograft_2014,breast
LSMEM2,4,brca_bccrc_xenograft_2014,breast
HIST1H3G,4,brca_bccrc_xenograft_2014,breast
IZUMO2,4,brca_bccrc_xenograft_2014,breast
PIK3CA,4,brca_bccrc_xenograft_2014,breast
CLPS,4,brca_bccrc_xenograft_2014,breast
ADGRF4,4,brca_bccrc_xenograft_2014,breast
ASPSCR1,4,brca_bccrc_xenograft_2014,breast
CCDC144NL,4,brca_bccrc_xenograft_2014,breast
ALPI,4,brca_bccrc_xenograft_2014,breast
VCPIP1,4,brca_bccrc_xenograft_2014,breast
GLYATL3,4,brca_bccrc_xenograft_2014,breast
DEPTOR,4,brca_bccrc_xenograft_2014,breast
ZNF560,4,brca_bccrc_xenograft_2014,breast
FLYWCH1,4,brca_bccrc_xenograft_2014,breast
RNF213,4,brca_bccrc_xenograft_2014,breast
BRCC3,4,brca_bccrc_xenograft_2014,breast
MAB21L2,4,brca_bccrc_xenograft_2014,breast
MINPP1,4,brca_bccrc_xenograft_2014,breast
PMEL,4,brca_bccrc_xenograft_2014,breast
IDH3B,4,brca_bccrc_xenograft_2014,breast
LYAR,4,brca_bccrc_xenograft_2014,breast
JSRP1,4,brca_bccrc_xenograft_2014,breast
PPEF1,4,brca_bccrc_xenograft_2014,breast
SKP2,4,brca_bccrc_xenograft_2014,breast
CWC22,4,brca_bccrc_xenograft_2014,breast
SPECC1,4,brca_bccrc_xenograft_2014,breast
YWHAG,4,brca_bccrc_xenograft_2014,breast
SLC22A12,4,brca_bccrc_xenograft_2014,breast
FAM83B,4,brca_bccrc_xenograft_2014,breast
SLC5A4,4,brca_bccrc_xenograft_2014,breast
DUSP21,4,brca_bccrc_xenograft_2014,breast
CLEC4D,4,brca_bccrc_xenograft_2014,breast
PRF1,4,brca_bccrc_xenograft_2014,breast
BPIFB4,4,brca_bccrc_xenograft_2014,breast
ANKRD11,4,brca_bccrc_xenograft_2014,breast
FCRL4,4,brca_bccrc_xenograft_2014,breast
IHH,4,brca_bccrc_xenograft_2014,breast
SSBP4,4,brca_bccrc_xenograft_2014,breast
SAYSD1,4,brca_bccrc_xenograft_2014,breast
EME1,4,brca_bccrc_xenograft_2014,breast
CYP2A13,4,brca_bccrc_xenograft_2014,breast
UHRF1BP1L,4,brca_bccrc_xenograft_2014,breast
CYP2J2,4,brca_bccrc_xenograft_2014,breast
C18ORF42,4,brca_bccrc_xenograft_2014,breast
ASPN,4,brca_bccrc_xenograft_2014,breast
INPP4A,4,brca_bccrc_xenograft_2014,breast
9-Sep,4,brca_bccrc_xenograft_2014,breast
SRMS,4,brca_bccrc_xenograft_2014,breast
NCF4,4,brca_bccrc_xenograft_2014,breast
ERBB2IP,4,brca_bccrc_xenograft_2014,breast
CHMP2A,4,brca_bccrc_xenograft_2014,breast
JAK2,4,brca_bccrc_xenograft_2014,breast
ARMS2,4,brca_bccrc_xenograft_2014,breast
PTPRD,4,brca_bccrc_xenograft_2014,breast
DHH,4,brca_bccrc_xenograft_2014,breast
BMP10,4,brca_bccrc_xenograft_2014,breast
SERPINB11,4,brca_bccrc_xenograft_2014,breast
NFKB2,4,brca_bccrc_xenograft_2014,breast
IFIT1B,4,brca_bccrc_xenograft_2014,breast
A4GALT,4,brca_bccrc_xenograft_2014,breast
RPS6KA6,4,brca_bccrc_xenograft_2014,breast
DMRT1,4,brca_bccrc_xenograft_2014,breast
MGARP,4,brca_bccrc_xenograft_2014,breast
RNF128,4,brca_bccrc_xenograft_2014,breast
VWA2,4,brca_bccrc_xenograft_2014,breast
CCDC140,4,brca_bccrc_xenograft_2014,breast
GPANK1,4,brca_bccrc_xenograft_2014,breast
CCDC116,4,brca_bccrc_xenograft_2014,breast
DNMT3A,4,brca_bccrc_xenograft_2014,breast
USP50,4,brca_bccrc_xenograft_2014,breast
B4GALNT4,4,brca_bccrc_xenograft_2014,breast
KRT18,4,brca_bccrc_xenograft_2014,breast
C10ORF25,4,brca_bccrc_xenograft_2014,breast
PCDHB4,4,brca_bccrc_xenograft_2014,breast
ENTHD1,4,brca_bccrc_xenograft_2014,breast
REL,4,brca_bccrc_xenograft_2014,breast
SERPINA12,4,brca_bccrc_xenograft_2014,breast
ECHDC3,4,brca_bccrc_xenograft_2014,breast
TCEB3C,4,brca_bccrc_xenograft_2014,breast
CCT6A,4,brca_bccrc_xenograft_2014,breast
MSH6,4,brca_bccrc_xenograft_2014,breast
SF3B1,4,brca_bccrc_xenograft_2014,breast
OR10H1,4,brca_bccrc_xenograft_2014,breast
PABPC3,4,brca_bccrc_xenograft_2014,breast
GZMK,4,brca_bccrc_xenograft_2014,breast
ADGRD2,4,brca_bccrc_xenograft_2014,breast
LGR6,4,brca_bccrc_xenograft_2014,breast
RNF139,4,brca_bccrc_xenograft_2014,breast
EDA2R,4,brca_bccrc_xenograft_2014,breast
ZMYM3,4,brca_bccrc_xenograft_2014,breast
EPHA3,4,brca_bccrc_xenograft_2014,breast
NIN,4,brca_bccrc_xenograft_2014,breast
HIF1A,3,brca_bccrc_xenograft_2014,breast
ERCC3,3,brca_bccrc_xenograft_2014,breast
TIGD4,3,brca_bccrc_xenograft_2014,breast
NIF3L1,3,brca_bccrc_xenograft_2014,breast
PCGF6,3,brca_bccrc_xenograft_2014,breast
ZNF358,3,brca_bccrc_xenograft_2014,breast
ARID5B,3,brca_bccrc_xenograft_2014,breast
PLP2,3,brca_bccrc_xenograft_2014,breast
MAP2K4,3,brca_bccrc_xenograft_2014,breast
TPTE2,3,brca_bccrc_xenograft_2014,breast
DPPA3,3,brca_bccrc_xenograft_2014,breast
KRTDAP,3,brca_bccrc_xenograft_2014,breast
CARD11,3,brca_bccrc_xenograft_2014,breast
ATP4B,3,brca_bccrc_xenograft_2014,breast
SH3BGRL3,3,brca_bccrc_xenograft_2014,breast
PRSS1,3,brca_bccrc_xenograft_2014,breast
TRIM49C,3,brca_bccrc_xenograft_2014,breast
NF1,3,brca_bccrc_xenograft_2014,breast
TRIM8,3,brca_bccrc_xenograft_2014,breast
SLC25A20,3,brca_bccrc_xenograft_2014,breast
BPIFB6,3,brca_bccrc_xenograft_2014,breast
CREB3L1,3,brca_bccrc_xenograft_2014,breast
TGM3,3,brca_bccrc_xenograft_2014,breast
KMT2D,3,brca_bccrc_xenograft_2014,breast
PBRM1,3,brca_bccrc_xenograft_2014,breast
OR52N5,3,brca_bccrc_xenograft_2014,breast
ROS1,3,brca_bccrc_xenograft_2014,breast
RPL35A,2,brca_bccrc_xenograft_2014,breast
AMER1,2,brca_bccrc_xenograft_2014,breast
ERCC4,2,brca_bccrc_xenograft_2014,breast
MOSPD3,2,brca_bccrc_xenograft_2014,breast
TRIP11,2,brca_bccrc_xenograft_2014,breast
MEF2A,2,brca_bccrc_xenograft_2014,breast
ABCA9,2,brca_bccrc_xenograft_2014,breast
OR13J1,2,brca_bccrc_xenograft_2014,breast
KIAA1109,2,brca_bccrc_xenograft_2014,breast
AFF1,2,brca_bccrc_xenograft_2014,breast
KLHL33,2,brca_bccrc_xenograft_2014,breast
FHIT,2,brca_bccrc_xenograft_2014,breast
DNAJA1,2,brca_bccrc_xenograft_2014,breast
COL11A1,2,brca_bccrc_xenograft_2014,breast
POLR2K,2,brca_bccrc_xenograft_2014,breast
ACOT6,2,brca_bccrc_xenograft_2014,breast
SCGB1D2,2,brca_bccrc_xenograft_2014,breast
FAM9A,2,brca_bccrc_xenograft_2014,breast
SPATA3,2,brca_bccrc_xenograft_2014,breast
LDLRAD1,2,brca_bccrc_xenograft_2014,breast
CST13P,2,brca_bccrc_xenograft_2014,breast
HDAC4,2,brca_bccrc_xenograft_2014,breast
GPR87,2,brca_bccrc_xenograft_2014,breast
KEAP1,2,brca_bccrc_xenograft_2014,breast
BCL9,2,brca_bccrc_xenograft_2014,breast
PTEN,2,brca_bccrc_xenograft_2014,breast
C3ORF56,2,brca_bccrc_xenograft_2014,breast
BRCA1,2,brca_bccrc_xenograft_2014,breast
ASCL4,2,brca_bccrc_xenograft_2014,breast
KIR2DS4,2,brca_bccrc_xenograft_2014,breast
TBX3,2,brca_bccrc_xenograft_2014,breast
SYNE1,2,brca_bccrc_xenograft_2014,breast
OR52L1,2,brca_bccrc_xenograft_2014,breast
BOLA1,2,brca_bccrc_xenograft_2014,breast
PQBP1,2,brca_bccrc_xenograft_2014,breast
LCE1E,2,brca_bccrc_xenograft_2014,breast
FAM27E2,2,brca_bccrc_xenograft_2014,breast
TRBV10-2,2,brca_bccrc_xenograft_2014,breast
TRBV3-1,2,brca_bccrc_xenograft_2014,breast
ETS1,1,brca_bccrc_xenograft_2014,breast
GPR52,1,brca_bccrc_xenograft_2014,breast
HOXD11,1,brca_bccrc_xenograft_2014,breast
PIK3C3,1,brca_bccrc_xenograft_2014,breast
MLLT1,1,brca_bccrc_xenograft_2014,breast
FGF7,1,brca_bccrc_xenograft_2014,breast
FGFR2,1,brca_bccrc_xenograft_2014,breast
RBM15,1,brca_bccrc_xenograft_2014,breast
ZNF521,1,brca_bccrc_xenograft_2014,breast
NFE2L3,1,brca_bccrc_xenograft_2014,breast
MDC1,1,brca_bccrc_xenograft_2014,breast
ZNF91,1,brca_bccrc_xenograft_2014,breast
OR4C5,1,brca_bccrc_xenograft_2014,breast
GATA2,1,brca_bccrc_xenograft_2014,breast
CCND1,1,brca_bccrc_xenograft_2014,breast
IRS1,1,brca_bccrc_xenograft_2014,breast
CCNL1,1,brca_bccrc_xenograft_2014,breast
KDM2B,1,brca_bccrc_xenograft_2014,breast
HNF1A,1,brca_bccrc_xenograft_2014,breast
TCF12,1,brca_bccrc_xenograft_2014,breast
BCL2L11,1,brca_bccrc_xenograft_2014,breast
DDR2,1,brca_bccrc_xenograft_2014,breast
TRIOBP,1,brca_bccrc_xenograft_2014,breast
GRIN2A,1,brca_bccrc_xenograft_2014,breast
ARHGAP35,1,brca_bccrc_xenograft_2014,breast
USP6,1,brca_bccrc_xenograft_2014,breast
KAT6B,1,brca_bccrc_xenograft_2014,breast
EP300,1,brca_bccrc_xenograft_2014,breast
PIK3CA,28,brca_broad,breast
TP53,28,brca_broad,breast
TTN,12,brca_broad,breast
KMT2C,7,brca_broad,breast
AKT1,6,brca_broad,breast
FLG,6,brca_broad,breast
MUC2,6,brca_broad,breast
MUC16,6,brca_broad,breast
DMD,5,brca_broad,breast
CSMD3,4,brca_broad,breast
LRP1B,4,brca_broad,breast
RYR2,4,brca_broad,breast
RYR3,4,brca_broad,breast
SCN3A,4,brca_broad,breast
SI,4,brca_broad,breast
ATM,4,brca_broad,breast
GATA3,4,brca_broad,breast
DST,4,brca_broad,breast
DNAH8,4,brca_broad,breast
CACNA1E,4,brca_broad,breast
SYNE1,4,brca_broad,breast
CBFB,4,brca_broad,breast
HMCN1,4,brca_broad,breast
ADAMTS7,4,brca_broad,breast
SRRM2,4,brca_broad,breast
AGRN,4,brca_broad,breast
TPR,3,brca_broad,breast
ERBB2,3,brca_broad,breast
WDR64,3,brca_broad,breast
MAP2,3,brca_broad,breast
KDM5C,3,brca_broad,breast
MECOM,3,brca_broad,breast
TRIP12,3,brca_broad,breast
ADGRG4,3,brca_broad,breast
MAP3K1,3,brca_broad,breast
RPS6KC1,3,brca_broad,breast
RBM25,3,brca_broad,breast
HIST1H3B,3,brca_broad,breast
ATXN1,3,brca_broad,breast
AHNAK,3,brca_broad,breast
ADAMTS20,3,brca_broad,breast
KMT2A,3,brca_broad,breast
CHD6,3,brca_broad,breast
PLEC,3,brca_broad,breast
USH2A,3,brca_broad,breast
NID2,3,brca_broad,breast
TRAPPC11,3,brca_broad,breast
COL7A1,3,brca_broad,breast
STXBP5L,3,brca_broad,breast
FAT3,3,brca_broad,breast
DNAH2,3,brca_broad,breast
ZDBF2,3,brca_broad,breast
ITSN2,3,brca_broad,breast
KNDC1,3,brca_broad,breast
CYP4F12,3,brca_broad,breast
FCRL5,3,brca_broad,breast
SPEN,3,brca_broad,breast
PRDM16,3,brca_broad,breast
MUC4,3,brca_broad,breast
RUBCN,3,brca_broad,breast
DOCK4,3,brca_broad,breast
NES,3,brca_broad,breast
BRINP3,3,brca_broad,breast
KDM6B,3,brca_broad,breast
ITPR3,3,brca_broad,breast
MDN1,3,brca_broad,breast
KIF5B,3,brca_broad,breast
MED12,3,brca_broad,breast
WNK3,3,brca_broad,breast
SLC38A8,3,brca_broad,breast
RPGRIP1,3,brca_broad,breast
MGAM,3,brca_broad,breast
GNE,3,brca_broad,breast
KALRN,3,brca_broad,breast
KIF26B,3,brca_broad,breast
NSD1,3,brca_broad,breast
PCDHA11,3,brca_broad,breast
HEATR1,3,brca_broad,breast
NCOA4,3,brca_broad,breast
GPR161,3,brca_broad,breast
TIE1,3,brca_broad,breast
EGFR,3,brca_broad,breast
OTOP1,3,brca_broad,breast
TNK2,3,brca_broad,breast
TUBD1,3,brca_broad,breast
OR5W2,2,brca_broad,breast
CFH,2,brca_broad,breast
WBP2,2,brca_broad,breast
MAK,2,brca_broad,breast
BRIP1,2,brca_broad,breast
TCEB3B,2,brca_broad,breast
HK2,2,brca_broad,breast
SPRED2,2,brca_broad,breast
PDE7A,2,brca_broad,breast
PDE9A,2,brca_broad,breast
TRIM4,2,brca_broad,breast
CYTH3,2,brca_broad,breast
SPEG,2,brca_broad,breast
TRPM2,2,brca_broad,breast
KIAA0319L,2,brca_broad,breast
OBSCN,2,brca_broad,breast
PEX1,2,brca_broad,breast
FAM47C,2,brca_broad,breast
FAM91A1,2,brca_broad,breast
FAM47B,2,brca_broad,breast
PDZD7,2,brca_broad,breast
CHD2,2,brca_broad,breast
COL22A1,2,brca_broad,breast
HSPBP1,2,brca_broad,breast
EYA1,2,brca_broad,breast
ADGRV1,2,brca_broad,breast
MAGEB6,2,brca_broad,breast
TMEM215,2,brca_broad,breast
EDC4,2,brca_broad,breast
PCDH12,2,brca_broad,breast
WDR76,2,brca_broad,breast
ARID1A,2,brca_broad,breast
TFG,2,brca_broad,breast
PKDREJ,2,brca_broad,breast
ARMCX1,2,brca_broad,breast
F8,2,brca_broad,breast
ANKRD27,2,brca_broad,breast
F13A1,2,brca_broad,breast
TULP2,2,brca_broad,breast
PIK3R4,2,brca_broad,breast
SHROOM4,2,brca_broad,breast
RHPN1,2,brca_broad,breast
PHKA2,2,brca_broad,breast
TBC1D32,2,brca_broad,breast
PEF1,2,brca_broad,breast
SYCP2,2,brca_broad,breast
SCML2,2,brca_broad,breast
NRXN3,2,brca_broad,breast
PRG3,2,brca_broad,breast
GSPT2,2,brca_broad,breast
WIZ,2,brca_broad,breast
TSPAN31,2,brca_broad,breast
SEMA6D,2,brca_broad,breast
AP2A2,2,brca_broad,breast
NRXN1,2,brca_broad,breast
NALCN,2,brca_broad,breast
SH3TC1,2,brca_broad,breast
TMEM259,2,brca_broad,breast
ANAPC1,2,brca_broad,breast
RAB3GAP2,2,brca_broad,breast
NPC1L1,2,brca_broad,breast
LRRTM4,2,brca_broad,breast
SCNN1A,2,brca_broad,breast
RBM15B,2,brca_broad,breast
PKHD1,2,brca_broad,breast
MROH7,2,brca_broad,breast
HRH1,2,brca_broad,breast
SLC39A6,2,brca_broad,breast
LOXL4,2,brca_broad,breast
MLLT4,2,brca_broad,breast
ZNF264,2,brca_broad,breast
SLA2,2,brca_broad,breast
ALB,2,brca_broad,breast
SRPX,2,brca_broad,breast
CEP126,2,brca_broad,breast
SIPA1L2,2,brca_broad,breast
HECTD1,2,brca_broad,breast
ANKRD40,2,brca_broad,breast
DHX29,2,brca_broad,breast
C2ORF57,2,brca_broad,breast
PLK3,2,brca_broad,breast
ALOX5,2,brca_broad,breast
ARHGAP21,2,brca_broad,breast
DSE,2,brca_broad,breast
FOXF1,2,brca_broad,breast
RASAL2,2,brca_broad,breast
COL4A5,2,brca_broad,breast
HSPG2,2,brca_broad,breast
NDST1,2,brca_broad,breast
COL6A3,2,brca_broad,breast
DNAH3,2,brca_broad,breast
MAP2K4,2,brca_broad,breast
SDK2,2,brca_broad,breast
COL11A1,2,brca_broad,breast
IL31RA,2,brca_broad,breast
MXRA5,2,brca_broad,breast
IRS4,2,brca_broad,breast
COL12A1,2,brca_broad,breast
COL13A1,2,brca_broad,breast
VWF,2,brca_broad,breast
SUPT20H,2,brca_broad,breast
ERO1B,2,brca_broad,breast
SYT3,2,brca_broad,breast
OTUD6A,2,brca_broad,breast
WEE1,2,brca_broad,breast
COL20A1,2,brca_broad,breast
PPFIBP2,2,brca_broad,breast
KIAA1522,2,brca_broad,breast
PPFIA2,2,brca_broad,breast
DBNL,2,brca_broad,breast
APAF1,2,brca_broad,breast
PAQR4,2,brca_broad,breast
ATL3,2,brca_broad,breast
DOCK10,2,brca_broad,breast
IGDCC3,2,brca_broad,breast
ZC3HC1,2,brca_broad,breast
OR5T2,2,brca_broad,breast
CHD9,2,brca_broad,breast
SPATA20,2,brca_broad,breast
ALS2,2,brca_broad,breast
CNKSR2,2,brca_broad,breast
CPD,2,brca_broad,breast
MSH4,2,brca_broad,breast
IDE,2,brca_broad,breast
PLEKHA6,2,brca_broad,breast
SIPA1,2,brca_broad,breast
ATAD2,2,brca_broad,breast
ADGRA2,2,brca_broad,breast
TLDC1,2,brca_broad,breast
FAM83B,2,brca_broad,breast
NLRP6,2,brca_broad,breast
PPP1R10,2,brca_broad,breast
ARHGAP5,2,brca_broad,breast
NCOR1,2,brca_broad,breast
CTCFL,2,brca_broad,breast
METTL13,2,brca_broad,breast
NPHP3,2,brca_broad,breast
HOOK3,2,brca_broad,breast
DIEXF,2,brca_broad,breast
SLC15A1,2,brca_broad,breast
SLC17A1,2,brca_broad,breast
ZNF592,2,brca_broad,breast
TMEM132D,2,brca_broad,breast
MTOR,2,brca_broad,breast
LUC7L2,2,brca_broad,breast
OSBPL3,2,brca_broad,breast
TRABD,2,brca_broad,breast
PLCH2,2,brca_broad,breast
TTC37,2,brca_broad,breast
ZFP64,2,brca_broad,breast
KIAA0430,2,brca_broad,breast
DCHS1,2,brca_broad,breast
SMARCA2,2,brca_broad,breast
SMARCA4,2,brca_broad,breast
MRGPRX2,2,brca_broad,breast
CCAR2,2,brca_broad,breast
UGGT2,2,brca_broad,breast
FOXP1,2,brca_broad,breast
CARD11,2,brca_broad,breast
MPHOSPH8,2,brca_broad,breast
PNPLA3,2,brca_broad,breast
CEP131,2,brca_broad,breast
BPIFB2,2,brca_broad,breast
ATF4,2,brca_broad,breast
MFSD8,2,brca_broad,breast
IGSF9B,2,brca_broad,breast
RIMS1,2,brca_broad,breast
SLC45A1,2,brca_broad,breast
POLQ,2,brca_broad,breast
ZNF512,2,brca_broad,breast
KIAA0100,2,brca_broad,breast
MCTP2,2,brca_broad,breast
ATP2B2,2,brca_broad,breast
SLC4A5,2,brca_broad,breast
PLK4,2,brca_broad,breast
ANO3,2,brca_broad,breast
UNC13A,2,brca_broad,breast
FBN3,2,brca_broad,breast
NPAS4,2,brca_broad,breast
12-Sep,2,brca_broad,breast
ZNF222,2,brca_broad,breast
SAMD4A,2,brca_broad,breast
AHNAK2,2,brca_broad,breast
DNAH11,2,brca_broad,breast
MYBPC2,2,brca_broad,breast
SOS2,2,brca_broad,breast
CAPN9,2,brca_broad,breast
CEP104,2,brca_broad,breast
GABRR2,2,brca_broad,breast
BNC2,2,brca_broad,breast
ZNF136,2,brca_broad,breast
CPAMD8,2,brca_broad,breast
SP100,2,brca_broad,breast
IL15RA,2,brca_broad,breast
RELN,2,brca_broad,breast
SPIRE2,2,brca_broad,breast
ENKUR,2,brca_broad,breast
GALC,2,brca_broad,breast
EMC3,2,brca_broad,breast
GALK1,2,brca_broad,breast
GPAA1,2,brca_broad,breast
GALNT2,2,brca_broad,breast
MYO1A,2,brca_broad,breast
HECW1,2,brca_broad,breast
RIPK1,2,brca_broad,breast
LZTS3,2,brca_broad,breast
KIF1A,2,brca_broad,breast
ZFYVE16,2,brca_broad,breast
MYCBP2,2,brca_broad,breast
DOCK11,2,brca_broad,breast
ADAM21,2,brca_broad,breast
EXPH5,2,brca_broad,breast
OR13C3,2,brca_broad,breast
INSR,2,brca_broad,breast
SREBF2,2,brca_broad,breast
FSTL4,2,brca_broad,breast
OR8S1,2,brca_broad,breast
ZNF200,2,brca_broad,breast
PSMD2,2,brca_broad,breast
RIOK3,2,brca_broad,breast
TMTC2,2,brca_broad,breast
HAUS3,2,brca_broad,breast
RSPH6A,2,brca_broad,breast
POGZ,2,brca_broad,breast
DCC,2,brca_broad,breast
CMYA5,2,brca_broad,breast
FLG2,2,brca_broad,breast
BCOR,2,brca_broad,breast
ARHGEF11,2,brca_broad,breast
OR2B6,2,brca_broad,breast
ACE,2,brca_broad,breast
TBC1D8B,2,brca_broad,breast
6-Sep,2,brca_broad,breast
CNTN6,2,brca_broad,breast
WHSC1L1,2,brca_broad,breast
ADGRL4,2,brca_broad,breast
ITPKB,2,brca_broad,breast
ITPR2,2,brca_broad,breast
JAK2,2,brca_broad,breast
IGSF10,2,brca_broad,breast
JARID2,2,brca_broad,breast
FNDC1,2,brca_broad,breast
TTBK1,2,brca_broad,breast
PTPN13,2,brca_broad,breast
GANAB,2,brca_broad,breast
MAST4,2,brca_broad,breast
PTPRD,2,brca_broad,breast
GSE1,2,brca_broad,breast
BRCA1,2,brca_broad,breast
PTPRH,2,brca_broad,breast
BRCA2,2,brca_broad,breast
TULP4,2,brca_broad,breast
CD163L1,2,brca_broad,breast
SLC5A6,2,brca_broad,breast
SUMF1,2,brca_broad,breast
SLC22A10,2,brca_broad,breast
ARHGEF9,2,brca_broad,breast
PCDH11X,2,brca_broad,breast
PCDH15,2,brca_broad,breast
KIAA1958,2,brca_broad,breast
NHS,2,brca_broad,breast
HELZ,2,brca_broad,breast
PYGL,2,brca_broad,breast
TLN2,2,brca_broad,breast
TAF1,2,brca_broad,breast
NKAP,2,brca_broad,breast
KLHDC7A,2,brca_broad,breast
HERC2,2,brca_broad,breast
GNB2,2,brca_broad,breast
ZC3H7B,2,brca_broad,breast
MGA,2,brca_broad,breast
TET3,2,brca_broad,breast
SDK1,2,brca_broad,breast
TARBP1,2,brca_broad,breast
RAB13,2,brca_broad,breast
ADGRD1,2,brca_broad,breast
FAM118B,2,brca_broad,breast
NOTCH4,2,brca_broad,breast
PCSK9,2,brca_broad,breast
KPNA1,2,brca_broad,breast
VWA3A,2,brca_broad,breast
NPHS1,2,brca_broad,breast
GPLD1,2,brca_broad,breast
ATP8B3,2,brca_broad,breast
KIF13B,2,brca_broad,breast
VPS37C,2,brca_broad,breast
DPH2,2,brca_broad,breast
DPP6,2,brca_broad,breast
RANBP2,2,brca_broad,breast
MAS1L,2,brca_broad,breast
OXR1,2,brca_broad,breast
COL6A6,2,brca_broad,breast
GPER1,2,brca_broad,breast
DYNC2H1,2,brca_broad,breast
TAS1R3,2,brca_broad,breast
UBR4,2,brca_broad,breast
KAT6A,2,brca_broad,breast
NR4A2,2,brca_broad,breast
CASP2,2,brca_broad,breast
SMC4,2,brca_broad,breast
OBSL1,2,brca_broad,breast
LAMA3,2,brca_broad,breast
PRR30,2,brca_broad,breast
LAMA5,2,brca_broad,breast
GRB14,2,brca_broad,breast
DNM1L,2,brca_broad,breast
PCDHA7,2,brca_broad,breast
ARHGAP9,2,brca_broad,breast
GALNT12,2,brca_broad,breast
CASR,2,brca_broad,breast
C10ORF90,2,brca_broad,breast
PCDHA2,2,brca_broad,breast
ICE1,2,brca_broad,breast
SMG5,2,brca_broad,breast
GRIN2A,2,brca_broad,breast
SPECC1L,2,brca_broad,breast
CUBN,2,brca_broad,breast
GRM6,2,brca_broad,breast
ADAMTSL3,2,brca_broad,breast
GRM8,2,brca_broad,breast
RFX4,2,brca_broad,breast
OR2L13,2,brca_broad,breast
LPAR1,2,brca_broad,breast
NLRP3,2,brca_broad,breast
KCNH4,2,brca_broad,breast
GSS,2,brca_broad,breast
ZNF404,2,brca_broad,breast
LGALS9,2,brca_broad,breast
RNF165,2,brca_broad,breast
ARFGEF3,2,brca_broad,breast
FAM171A1,2,brca_broad,breast
ZNF385D,2,brca_broad,breast
LIMK1,2,brca_broad,breast
EYS,2,brca_broad,breast
KMT2D,2,brca_broad,breast
RNASE4,2,brca_broad,breast
AFAP1,2,brca_broad,breast
SF3B1,2,brca_broad,breast
CELSR2,2,brca_broad,breast
DAZAP1,2,brca_broad,breast
MTMR14,2,brca_broad,breast
PLXNC1,2,brca_broad,breast
NANS,2,brca_broad,breast
PHF3,2,brca_broad,breast
BRD4,2,brca_broad,breast
DDHD1,2,brca_broad,breast
EIF4A1,2,brca_broad,breast
WFIKKN2,2,brca_broad,breast
TLR3,2,brca_broad,breast
SLC4A10,2,brca_broad,breast
TAS1R2,2,brca_broad,breast
PLEKHA2,2,brca_broad,breast
SNTG2,2,brca_broad,breast
DDX20,2,brca_broad,breast
TAF15,2,brca_broad,breast
CSMD1,2,brca_broad,breast
CDH1,2,brca_broad,breast
M6PR,2,brca_broad,breast
PLCE1,2,brca_broad,breast
EPHA7,2,brca_broad,breast
