protein,freq,study,study_type
FAM111B,7,stad_pfizer_uhongkong,stomach
KCNB1,7,stad_pfizer_uhongkong,stomach
C10ORF71,7,stad_pfizer_uhongkong,stomach
NAV3,7,stad_pfizer_uhongkong,stomach
DMD,7,stad_pfizer_uhongkong,stomach
LRP5,7,stad_pfizer_uhongkong,stomach
OR2T4,6,stad_pfizer_uhongkong,stomach
SALL1,6,stad_pfizer_uhongkong,stomach
PCDH10,6,stad_pfizer_uhongkong,stomach
CEP162,6,stad_pfizer_uhongkong,stomach
KCNH5,6,stad_pfizer_uhongkong,stomach
MYH7,6,stad_pfizer_uhongkong,stomach
THSD1,6,stad_pfizer_uhongkong,stomach
SPATA31D1,6,stad_pfizer_uhongkong,stomach
NF1,6,stad_pfizer_uhongkong,stomach
KIF2B,6,stad_pfizer_uhongkong,stomach
BRCA2,6,stad_pfizer_uhongkong,stomach
KIAA1024,6,stad_pfizer_uhongkong,stomach
TBL1X,6,stad_pfizer_uhongkong,stomach
THSD7A,6,stad_pfizer_uhongkong,stomach
PCDHGA2,6,stad_pfizer_uhongkong,stomach
CNTRL,6,stad_pfizer_uhongkong,stomach
CASP5,6,stad_pfizer_uhongkong,stomach
GRIN2A,6,stad_pfizer_uhongkong,stomach
OR52N5,6,stad_pfizer_uhongkong,stomach
CDH18,6,stad_pfizer_uhongkong,stomach
TSC1,6,stad_pfizer_uhongkong,stomach
TSC2,6,stad_pfizer_uhongkong,stomach
SCAF1,6,stad_pfizer_uhongkong,stomach
RECQL4,6,stad_pfizer_uhongkong,stomach
KDM6A,6,stad_pfizer_uhongkong,stomach
SMAP1,6,stad_pfizer_uhongkong,stomach
ZNF521,6,stad_pfizer_uhongkong,stomach
NCOR2,6,stad_pfizer_uhongkong,stomach
SETBP1,6,stad_pfizer_uhongkong,stomach
SLITRK5,6,stad_pfizer_uhongkong,stomach
KIF26A,6,stad_pfizer_uhongkong,stomach
UPF3A,6,stad_pfizer_uhongkong,stomach
PLPPR4,6,stad_pfizer_uhongkong,stomach
DYNC1I2,6,stad_pfizer_uhongkong,stomach
KRT35,6,stad_pfizer_uhongkong,stomach
ATP10A,6,stad_pfizer_uhongkong,stomach
RAD50,6,stad_pfizer_uhongkong,stomach
SPACA1,6,stad_pfizer_uhongkong,stomach
EPHA10,6,stad_pfizer_uhongkong,stomach
EPHA7,6,stad_pfizer_uhongkong,stomach
EPHA8,6,stad_pfizer_uhongkong,stomach
FBXW7,6,stad_pfizer_uhongkong,stomach
ERBB3,5,stad_pfizer_uhongkong,stomach
OR7C1,5,stad_pfizer_uhongkong,stomach
FAM47C,5,stad_pfizer_uhongkong,stomach
CCDC178,5,stad_pfizer_uhongkong,stomach
SCAF4,5,stad_pfizer_uhongkong,stomach
ZNF461,5,stad_pfizer_uhongkong,stomach
CDC7,5,stad_pfizer_uhongkong,stomach
OR52B4,5,stad_pfizer_uhongkong,stomach
TSHZ3,5,stad_pfizer_uhongkong,stomach
POTED,5,stad_pfizer_uhongkong,stomach
AR,5,stad_pfizer_uhongkong,stomach
SLC13A1,5,stad_pfizer_uhongkong,stomach
CTCF,5,stad_pfizer_uhongkong,stomach
ATP12A,5,stad_pfizer_uhongkong,stomach
AVPR1A,5,stad_pfizer_uhongkong,stomach
PGBD1,5,stad_pfizer_uhongkong,stomach
NRROS,5,stad_pfizer_uhongkong,stomach
CDAN1,5,stad_pfizer_uhongkong,stomach
CDC16,5,stad_pfizer_uhongkong,stomach
GPR149,5,stad_pfizer_uhongkong,stomach
GNAS,5,stad_pfizer_uhongkong,stomach
NMBR,5,stad_pfizer_uhongkong,stomach
NOTCH2,5,stad_pfizer_uhongkong,stomach
RBM45,5,stad_pfizer_uhongkong,stomach
PCDHGA3,5,stad_pfizer_uhongkong,stomach
NSD1,5,stad_pfizer_uhongkong,stomach
PCDHA4,5,stad_pfizer_uhongkong,stomach
GRIK1,5,stad_pfizer_uhongkong,stomach
OCA2,5,stad_pfizer_uhongkong,stomach
PTPRT,5,stad_pfizer_uhongkong,stomach
DNAH12,5,stad_pfizer_uhongkong,stomach
RTL1,5,stad_pfizer_uhongkong,stomach
CDH9,5,stad_pfizer_uhongkong,stomach
FAM47A,5,stad_pfizer_uhongkong,stomach
TPR,5,stad_pfizer_uhongkong,stomach
KRT26,5,stad_pfizer_uhongkong,stomach
PDHA2,5,stad_pfizer_uhongkong,stomach
LRRC6,5,stad_pfizer_uhongkong,stomach
TRIP11,5,stad_pfizer_uhongkong,stomach
PIGR,5,stad_pfizer_uhongkong,stomach
SLC24A2,5,stad_pfizer_uhongkong,stomach
PLEC,5,stad_pfizer_uhongkong,stomach
ADAMTSL4,5,stad_pfizer_uhongkong,stomach
FKBP10,5,stad_pfizer_uhongkong,stomach
POLE,5,stad_pfizer_uhongkong,stomach
CREBBP,5,stad_pfizer_uhongkong,stomach
IGF1R,5,stad_pfizer_uhongkong,stomach
ZNF540,5,stad_pfizer_uhongkong,stomach
PRKDC,5,stad_pfizer_uhongkong,stomach
KIF18B,5,stad_pfizer_uhongkong,stomach
ZNF133,5,stad_pfizer_uhongkong,stomach
RELN,5,stad_pfizer_uhongkong,stomach
TMPRSS15,5,stad_pfizer_uhongkong,stomach
PTCHD3,5,stad_pfizer_uhongkong,stomach
OR10J3,5,stad_pfizer_uhongkong,stomach
PCDHB5,5,stad_pfizer_uhongkong,stomach
PTCH1,5,stad_pfizer_uhongkong,stomach
ITGAD,5,stad_pfizer_uhongkong,stomach
ITGAL,5,stad_pfizer_uhongkong,stomach
ITIH1,5,stad_pfizer_uhongkong,stomach
KCNF1,5,stad_pfizer_uhongkong,stomach
MAGEC1,5,stad_pfizer_uhongkong,stomach
AKAP9,5,stad_pfizer_uhongkong,stomach
ARID2,5,stad_pfizer_uhongkong,stomach
ROS1,5,stad_pfizer_uhongkong,stomach
SMAD4,5,stad_pfizer_uhongkong,stomach
EPHA5,5,stad_pfizer_uhongkong,stomach
NIN,5,stad_pfizer_uhongkong,stomach
OR11L1,4,stad_pfizer_uhongkong,stomach
ERCC5,4,stad_pfizer_uhongkong,stomach
ERG,4,stad_pfizer_uhongkong,stomach
USP9X,4,stad_pfizer_uhongkong,stomach
FRMD7,4,stad_pfizer_uhongkong,stomach
IKZF1,4,stad_pfizer_uhongkong,stomach
EXT1,4,stad_pfizer_uhongkong,stomach
TRRAP,4,stad_pfizer_uhongkong,stomach
KLHL32,4,stad_pfizer_uhongkong,stomach
AXIN1,4,stad_pfizer_uhongkong,stomach
NPM2,4,stad_pfizer_uhongkong,stomach
AXIN2,4,stad_pfizer_uhongkong,stomach
NUFIP1,4,stad_pfizer_uhongkong,stomach
EOMES,4,stad_pfizer_uhongkong,stomach
OR51E1,4,stad_pfizer_uhongkong,stomach
GOT1L1,4,stad_pfizer_uhongkong,stomach
SYCP2,4,stad_pfizer_uhongkong,stomach
LRFN2,4,stad_pfizer_uhongkong,stomach
MKI67,4,stad_pfizer_uhongkong,stomach
KIAA1109,4,stad_pfizer_uhongkong,stomach
TMEM117,4,stad_pfizer_uhongkong,stomach
DHX16,4,stad_pfizer_uhongkong,stomach
TEAD2,4,stad_pfizer_uhongkong,stomach
FLT3LG,4,stad_pfizer_uhongkong,stomach
FLT4,4,stad_pfizer_uhongkong,stomach
FMO1,4,stad_pfizer_uhongkong,stomach
IRS4,4,stad_pfizer_uhongkong,stomach
SFRP4,4,stad_pfizer_uhongkong,stomach
REM1,4,stad_pfizer_uhongkong,stomach
AFF2,4,stad_pfizer_uhongkong,stomach
APC,4,stad_pfizer_uhongkong,stomach
COLEC10,4,stad_pfizer_uhongkong,stomach
SLC4A3,4,stad_pfizer_uhongkong,stomach
MST1R,4,stad_pfizer_uhongkong,stomach
RAD51AP2,4,stad_pfizer_uhongkong,stomach
LSR,4,stad_pfizer_uhongkong,stomach
SETD2,4,stad_pfizer_uhongkong,stomach
NLRP14,4,stad_pfizer_uhongkong,stomach
GAS2L2,4,stad_pfizer_uhongkong,stomach
MTNR1B,4,stad_pfizer_uhongkong,stomach
ZFHX3,4,stad_pfizer_uhongkong,stomach
ACTRT1,4,stad_pfizer_uhongkong,stomach
ATP4A,4,stad_pfizer_uhongkong,stomach
RBM43,4,stad_pfizer_uhongkong,stomach
MYBPC2,4,stad_pfizer_uhongkong,stomach
NUGGC,4,stad_pfizer_uhongkong,stomach
MYH11,4,stad_pfizer_uhongkong,stomach
MYO1A,4,stad_pfizer_uhongkong,stomach
ATR,4,stad_pfizer_uhongkong,stomach
UHRF1BP1L,4,stad_pfizer_uhongkong,stomach
ARHGAP26,4,stad_pfizer_uhongkong,stomach
MCHR2,4,stad_pfizer_uhongkong,stomach
SAMSN1,4,stad_pfizer_uhongkong,stomach
BCL9,4,stad_pfizer_uhongkong,stomach
SLC22A24,4,stad_pfizer_uhongkong,stomach
ZC3H3,4,stad_pfizer_uhongkong,stomach
GFRA3,4,stad_pfizer_uhongkong,stomach
HSPA13,4,stad_pfizer_uhongkong,stomach
EBPL,4,stad_pfizer_uhongkong,stomach
GLI1,4,stad_pfizer_uhongkong,stomach
SYCP1,4,stad_pfizer_uhongkong,stomach
TAF1,4,stad_pfizer_uhongkong,stomach
MGA,4,stad_pfizer_uhongkong,stomach
NOS2,4,stad_pfizer_uhongkong,stomach
HNF1A,4,stad_pfizer_uhongkong,stomach
GRK4,4,stad_pfizer_uhongkong,stomach
GRK5,4,stad_pfizer_uhongkong,stomach
ROR2,4,stad_pfizer_uhongkong,stomach
NUMA1,4,stad_pfizer_uhongkong,stomach
NR4A2,4,stad_pfizer_uhongkong,stomach
PCDHB6,4,stad_pfizer_uhongkong,stomach
OR2AG2,4,stad_pfizer_uhongkong,stomach
TRIOBP,4,stad_pfizer_uhongkong,stomach
GSX2,4,stad_pfizer_uhongkong,stomach
TEKT5,4,stad_pfizer_uhongkong,stomach
TBX18,4,stad_pfizer_uhongkong,stomach
SLC46A3,4,stad_pfizer_uhongkong,stomach
SLC16A4,4,stad_pfizer_uhongkong,stomach
ASXL3,4,stad_pfizer_uhongkong,stomach
TLR4,4,stad_pfizer_uhongkong,stomach
ERRFI1,4,stad_pfizer_uhongkong,stomach
MEPCE,4,stad_pfizer_uhongkong,stomach
CPXM1,4,stad_pfizer_uhongkong,stomach
PAX1,4,stad_pfizer_uhongkong,stomach
PRDM6,4,stad_pfizer_uhongkong,stomach
CDH10,4,stad_pfizer_uhongkong,stomach
CDH11,4,stad_pfizer_uhongkong,stomach
CCDC63,4,stad_pfizer_uhongkong,stomach
HDAC2,4,stad_pfizer_uhongkong,stomach
TPTE,4,stad_pfizer_uhongkong,stomach
PDGFRA,4,stad_pfizer_uhongkong,stomach
VPS16,4,stad_pfizer_uhongkong,stomach
HMMR,4,stad_pfizer_uhongkong,stomach
JAKMIP1,4,stad_pfizer_uhongkong,stomach
BACE2,4,stad_pfizer_uhongkong,stomach
TAF1L,4,stad_pfizer_uhongkong,stomach
PCDHB1,4,stad_pfizer_uhongkong,stomach
HSP90AA1,4,stad_pfizer_uhongkong,stomach
HTR1A,4,stad_pfizer_uhongkong,stomach
HTR3A,4,stad_pfizer_uhongkong,stomach
GAL3ST1,4,stad_pfizer_uhongkong,stomach
ZNF57,4,stad_pfizer_uhongkong,stomach
IRX1,4,stad_pfizer_uhongkong,stomach
IFIT2,4,stad_pfizer_uhongkong,stomach
NUP93,4,stad_pfizer_uhongkong,stomach
CTNNB1,4,stad_pfizer_uhongkong,stomach
RPL10L,4,stad_pfizer_uhongkong,stomach
BRINP3,4,stad_pfizer_uhongkong,stomach
OR6N2,4,stad_pfizer_uhongkong,stomach
ZMYM2,4,stad_pfizer_uhongkong,stomach
DCSTAMP,4,stad_pfizer_uhongkong,stomach
PTEN,4,stad_pfizer_uhongkong,stomach
WNK1,4,stad_pfizer_uhongkong,stomach
PRDM2,4,stad_pfizer_uhongkong,stomach
IVL,4,stad_pfizer_uhongkong,stomach
MAGI2,4,stad_pfizer_uhongkong,stomach
PTPRD,4,stad_pfizer_uhongkong,stomach
DNA2,4,stad_pfizer_uhongkong,stomach
MED12,4,stad_pfizer_uhongkong,stomach
DNMT1,4,stad_pfizer_uhongkong,stomach
ENTPD7,4,stad_pfizer_uhongkong,stomach
KRAS,4,stad_pfizer_uhongkong,stomach
RAG2,4,stad_pfizer_uhongkong,stomach
OR8I2,4,stad_pfizer_uhongkong,stomach
DPYS,4,stad_pfizer_uhongkong,stomach
DRD2,4,stad_pfizer_uhongkong,stomach
BRD3,4,stad_pfizer_uhongkong,stomach
RET,4,stad_pfizer_uhongkong,stomach
EGFR,4,stad_pfizer_uhongkong,stomach
LMX1A,4,stad_pfizer_uhongkong,stomach
EPHA2,4,stad_pfizer_uhongkong,stomach
ELF3,4,stad_pfizer_uhongkong,stomach
EPHA4,4,stad_pfizer_uhongkong,stomach
NCOA3,3,stad_pfizer_uhongkong,stomach
SERPINE3,3,stad_pfizer_uhongkong,stomach
ERBB4,3,stad_pfizer_uhongkong,stomach
MNS1,3,stad_pfizer_uhongkong,stomach
ESR1,3,stad_pfizer_uhongkong,stomach
ETV1,3,stad_pfizer_uhongkong,stomach
AK9,3,stad_pfizer_uhongkong,stomach
WFDC8,3,stad_pfizer_uhongkong,stomach
ABCA9,3,stad_pfizer_uhongkong,stomach
ADH4,3,stad_pfizer_uhongkong,stomach
ARID1B,3,stad_pfizer_uhongkong,stomach
MLLT4,3,stad_pfizer_uhongkong,stomach
FGFR1,3,stad_pfizer_uhongkong,stomach
MN1,3,stad_pfizer_uhongkong,stomach
MNDA,3,stad_pfizer_uhongkong,stomach
MAGEC2,3,stad_pfizer_uhongkong,stomach
MPG,3,stad_pfizer_uhongkong,stomach
SELL,3,stad_pfizer_uhongkong,stomach
CUL3,3,stad_pfizer_uhongkong,stomach
FLT1,3,stad_pfizer_uhongkong,stomach
CLCA4,3,stad_pfizer_uhongkong,stomach
TRIM42,3,stad_pfizer_uhongkong,stomach
OR4C6,3,stad_pfizer_uhongkong,stomach
KLHL40,3,stad_pfizer_uhongkong,stomach
MYO18A,3,stad_pfizer_uhongkong,stomach
BIRC3,3,stad_pfizer_uhongkong,stomach
APOA4,3,stad_pfizer_uhongkong,stomach
MSH3,3,stad_pfizer_uhongkong,stomach
FANCM,3,stad_pfizer_uhongkong,stomach
SLCO1B1,3,stad_pfizer_uhongkong,stomach
ZNF835,3,stad_pfizer_uhongkong,stomach
KLHL38,3,stad_pfizer_uhongkong,stomach
RHOA,3,stad_pfizer_uhongkong,stomach
LIPT1,3,stad_pfizer_uhongkong,stomach
NLRP9,3,stad_pfizer_uhongkong,stomach
SLC10A1,3,stad_pfizer_uhongkong,stomach
DROSHA,3,stad_pfizer_uhongkong,stomach
BEST4,3,stad_pfizer_uhongkong,stomach
DCHS1,3,stad_pfizer_uhongkong,stomach
FLCN,3,stad_pfizer_uhongkong,stomach
CARD11,3,stad_pfizer_uhongkong,stomach
DDX53,3,stad_pfizer_uhongkong,stomach
CCDC181,3,stad_pfizer_uhongkong,stomach
STX11,3,stad_pfizer_uhongkong,stomach
SPEN,3,stad_pfizer_uhongkong,stomach
TRIM49B,3,stad_pfizer_uhongkong,stomach
MUC7,3,stad_pfizer_uhongkong,stomach
DKK2,3,stad_pfizer_uhongkong,stomach
MYBPH,3,stad_pfizer_uhongkong,stomach
SOX2,3,stad_pfizer_uhongkong,stomach
CAPN9,3,stad_pfizer_uhongkong,stomach
ACRBP,3,stad_pfizer_uhongkong,stomach
CDK12,3,stad_pfizer_uhongkong,stomach
GATA3,3,stad_pfizer_uhongkong,stomach
BARD1,3,stad_pfizer_uhongkong,stomach
CCDC175,3,stad_pfizer_uhongkong,stomach
PNLDC1,3,stad_pfizer_uhongkong,stomach
SAMD7,3,stad_pfizer_uhongkong,stomach
CIC,3,stad_pfizer_uhongkong,stomach
GJD4,3,stad_pfizer_uhongkong,stomach
BLM,3,stad_pfizer_uhongkong,stomach
GHSR,3,stad_pfizer_uhongkong,stomach
NUTM1,3,stad_pfizer_uhongkong,stomach
NEFH,3,stad_pfizer_uhongkong,stomach
XKR3,3,stad_pfizer_uhongkong,stomach
GK2,3,stad_pfizer_uhongkong,stomach
P2RY10,3,stad_pfizer_uhongkong,stomach
WDR90,3,stad_pfizer_uhongkong,stomach
ANKRD12,3,stad_pfizer_uhongkong,stomach
TRIM50,3,stad_pfizer_uhongkong,stomach
NOTCH1,3,stad_pfizer_uhongkong,stomach
MCHR1,3,stad_pfizer_uhongkong,stomach
NTF3,3,stad_pfizer_uhongkong,stomach
DDR2,3,stad_pfizer_uhongkong,stomach
PCDHB4,3,stad_pfizer_uhongkong,stomach
CRTC1,3,stad_pfizer_uhongkong,stomach
RUNX1T1,3,stad_pfizer_uhongkong,stomach
CBFA2T3,3,stad_pfizer_uhongkong,stomach
OLR1,3,stad_pfizer_uhongkong,stomach
CCKAR,3,stad_pfizer_uhongkong,stomach
CD5L,3,stad_pfizer_uhongkong,stomach
OR51I2,3,stad_pfizer_uhongkong,stomach
TAS1R2,3,stad_pfizer_uhongkong,stomach
OR52E4,3,stad_pfizer_uhongkong,stomach
KAT6B,3,stad_pfizer_uhongkong,stomach
HCRTR2,3,stad_pfizer_uhongkong,stomach
TP53BP1,3,stad_pfizer_uhongkong,stomach
HGFAC,3,stad_pfizer_uhongkong,stomach
OR5T3,3,stad_pfizer_uhongkong,stomach
CDX4,3,stad_pfizer_uhongkong,stomach
MSC,3,stad_pfizer_uhongkong,stomach
HLA-A,3,stad_pfizer_uhongkong,stomach
HLA-B,3,stad_pfizer_uhongkong,stomach
PDGFB,3,stad_pfizer_uhongkong,stomach
CES1,3,stad_pfizer_uhongkong,stomach
PEX10,3,stad_pfizer_uhongkong,stomach
UNC93A,3,stad_pfizer_uhongkong,stomach
CHD4,3,stad_pfizer_uhongkong,stomach
HEPACAM2,3,stad_pfizer_uhongkong,stomach
TUBA3C,3,stad_pfizer_uhongkong,stomach
PGK2,3,stad_pfizer_uhongkong,stomach
ABCB1,3,stad_pfizer_uhongkong,stomach
OR2W3,3,stad_pfizer_uhongkong,stomach
CSNK1A1L,3,stad_pfizer_uhongkong,stomach
PIK3R1,3,stad_pfizer_uhongkong,stomach
OR6C75,3,stad_pfizer_uhongkong,stomach
OR13C2,3,stad_pfizer_uhongkong,stomach
SLC10A6,3,stad_pfizer_uhongkong,stomach
POTEH,3,stad_pfizer_uhongkong,stomach
SMYD3,3,stad_pfizer_uhongkong,stomach
HSP90AB1,3,stad_pfizer_uhongkong,stomach
EEFSEC,3,stad_pfizer_uhongkong,stomach
PNLIP,3,stad_pfizer_uhongkong,stomach
POC1A,3,stad_pfizer_uhongkong,stomach
ARV1,3,stad_pfizer_uhongkong,stomach
WHSC1,3,stad_pfizer_uhongkong,stomach
CCDC28A,3,stad_pfizer_uhongkong,stomach
HYAL1,3,stad_pfizer_uhongkong,stomach
CPA1,3,stad_pfizer_uhongkong,stomach
CHD1L,3,stad_pfizer_uhongkong,stomach
OR6K6,3,stad_pfizer_uhongkong,stomach
TRIM64B,3,stad_pfizer_uhongkong,stomach
SNED1,3,stad_pfizer_uhongkong,stomach
MAGEB5,3,stad_pfizer_uhongkong,stomach
OR4A15,3,stad_pfizer_uhongkong,stomach
PDE4DIP,3,stad_pfizer_uhongkong,stomach
CST4,3,stad_pfizer_uhongkong,stomach
CYP4F22,3,stad_pfizer_uhongkong,stomach
CTNNA1,3,stad_pfizer_uhongkong,stomach
ACSM6,3,stad_pfizer_uhongkong,stomach
CUX1,3,stad_pfizer_uhongkong,stomach
IL7R,3,stad_pfizer_uhongkong,stomach
TET2,3,stad_pfizer_uhongkong,stomach
ZFP42,3,stad_pfizer_uhongkong,stomach
INPPL1,3,stad_pfizer_uhongkong,stomach
OR13G1,3,stad_pfizer_uhongkong,stomach
OR1N1,3,stad_pfizer_uhongkong,stomach
PTN,3,stad_pfizer_uhongkong,stomach
IGHV3OR16-12,3,stad_pfizer_uhongkong,stomach
KCNA5,3,stad_pfizer_uhongkong,stomach
PROKR2,3,stad_pfizer_uhongkong,stomach
IL1R2,3,stad_pfizer_uhongkong,stomach
PTPRS,3,stad_pfizer_uhongkong,stomach
KCNJ8,3,stad_pfizer_uhongkong,stomach
CD300LB,3,stad_pfizer_uhongkong,stomach
KDR,3,stad_pfizer_uhongkong,stomach
OR5H1,3,stad_pfizer_uhongkong,stomach
MAP4K2,3,stad_pfizer_uhongkong,stomach
KRT6A,3,stad_pfizer_uhongkong,stomach
FAHD2B,3,stad_pfizer_uhongkong,stomach
TFAP2D,3,stad_pfizer_uhongkong,stomach
KDM5A,3,stad_pfizer_uhongkong,stomach
KRT31,3,stad_pfizer_uhongkong,stomach
MRGPRF,3,stad_pfizer_uhongkong,stomach
TUSC3,3,stad_pfizer_uhongkong,stomach
PAK7,3,stad_pfizer_uhongkong,stomach
KAT6A,3,stad_pfizer_uhongkong,stomach
AFF3,3,stad_pfizer_uhongkong,stomach
KHDRBS2,3,stad_pfizer_uhongkong,stomach
RFC3,3,stad_pfizer_uhongkong,stomach
LRR1,3,stad_pfizer_uhongkong,stomach
PBRM1,3,stad_pfizer_uhongkong,stomach
ALX1,3,stad_pfizer_uhongkong,stomach
ZNF727,3,stad_pfizer_uhongkong,stomach
OR6K3,3,stad_pfizer_uhongkong,stomach
ASXL2,3,stad_pfizer_uhongkong,stomach
RPE65,3,stad_pfizer_uhongkong,stomach
EP300,3,stad_pfizer_uhongkong,stomach
EPHA3,3,stad_pfizer_uhongkong,stomach
EPHB1,3,stad_pfizer_uhongkong,stomach
IQCF5,2,stad_pfizer_uhongkong,stomach
GPHN,2,stad_pfizer_uhongkong,stomach
EPHB6,2,stad_pfizer_uhongkong,stomach
ERCC3,2,stad_pfizer_uhongkong,stomach
CLTCL1,2,stad_pfizer_uhongkong,stomach
OR2M2,2,stad_pfizer_uhongkong,stomach
RBM10,2,stad_pfizer_uhongkong,stomach
KDM5C,2,stad_pfizer_uhongkong,stomach
MC4R,2,stad_pfizer_uhongkong,stomach
PGLYRP3,2,stad_pfizer_uhongkong,stomach
BCL11A,2,stad_pfizer_uhongkong,stomach
OR14C36,2,stad_pfizer_uhongkong,stomach
PLA2G2E,2,stad_pfizer_uhongkong,stomach
RXRA,2,stad_pfizer_uhongkong,stomach
ZNF585B,2,stad_pfizer_uhongkong,stomach
FANCA,2,stad_pfizer_uhongkong,stomach
MET,2,stad_pfizer_uhongkong,stomach
OR52I2,2,stad_pfizer_uhongkong,stomach
OR4C3,2,stad_pfizer_uhongkong,stomach
ADRA1B,2,stad_pfizer_uhongkong,stomach
FCER1A,2,stad_pfizer_uhongkong,stomach
PEMT,2,stad_pfizer_uhongkong,stomach
CRISP1,2,stad_pfizer_uhongkong,stomach
PLAC8L1,2,stad_pfizer_uhongkong,stomach
RPTOR,2,stad_pfizer_uhongkong,stomach
ARID5B,2,stad_pfizer_uhongkong,stomach
MLF1,2,stad_pfizer_uhongkong,stomach
KMT2A,2,stad_pfizer_uhongkong,stomach
AFF1,2,stad_pfizer_uhongkong,stomach
MLLT3,2,stad_pfizer_uhongkong,stomach
MOS,2,stad_pfizer_uhongkong,stomach
MKL1,2,stad_pfizer_uhongkong,stomach
FOXS1,2,stad_pfizer_uhongkong,stomach
SEMG2,2,stad_pfizer_uhongkong,stomach
MED10,2,stad_pfizer_uhongkong,stomach
SGCG,2,stad_pfizer_uhongkong,stomach
OR5D14,2,stad_pfizer_uhongkong,stomach
ARRDC5,2,stad_pfizer_uhongkong,stomach
MED8,2,stad_pfizer_uhongkong,stomach
OR8K5,2,stad_pfizer_uhongkong,stomach
TSRM,2,stad_pfizer_uhongkong,stomach
OR5T2,2,stad_pfizer_uhongkong,stomach
OR8K3,2,stad_pfizer_uhongkong,stomach
APOBEC1,2,stad_pfizer_uhongkong,stomach
OR5M11,2,stad_pfizer_uhongkong,stomach
OR5AR1,2,stad_pfizer_uhongkong,stomach
CXORF21,2,stad_pfizer_uhongkong,stomach
SPECC1,2,stad_pfizer_uhongkong,stomach
ZNF563,2,stad_pfizer_uhongkong,stomach
TRIM33,2,stad_pfizer_uhongkong,stomach
LRIG3,2,stad_pfizer_uhongkong,stomach
SLC7A4,2,stad_pfizer_uhongkong,stomach
RPIA,2,stad_pfizer_uhongkong,stomach
OR10J5,2,stad_pfizer_uhongkong,stomach
SLC17A1,2,stad_pfizer_uhongkong,stomach
MTOR,2,stad_pfizer_uhongkong,stomach
PPP4R2,2,stad_pfizer_uhongkong,stomach
FRG1,2,stad_pfizer_uhongkong,stomach
CIDEC,2,stad_pfizer_uhongkong,stomach
ANKRD11,2,stad_pfizer_uhongkong,stomach
PDCD11,2,stad_pfizer_uhongkong,stomach
SERPINC1,2,stad_pfizer_uhongkong,stomach
BRSK1,2,stad_pfizer_uhongkong,stomach
POLQ,2,stad_pfizer_uhongkong,stomach
OR51V1,2,stad_pfizer_uhongkong,stomach
HS6ST3,2,stad_pfizer_uhongkong,stomach
PRDM16,2,stad_pfizer_uhongkong,stomach
PRDM14,2,stad_pfizer_uhongkong,stomach
MUTYH,2,stad_pfizer_uhongkong,stomach
MYC,2,stad_pfizer_uhongkong,stomach
GABRD,2,stad_pfizer_uhongkong,stomach
SOX9,2,stad_pfizer_uhongkong,stomach
SP2,2,stad_pfizer_uhongkong,stomach
AGO2,2,stad_pfizer_uhongkong,stomach
GALR1,2,stad_pfizer_uhongkong,stomach
EPHA6,2,stad_pfizer_uhongkong,stomach
GAMT,2,stad_pfizer_uhongkong,stomach
SPINK2,2,stad_pfizer_uhongkong,stomach
AXL,2,stad_pfizer_uhongkong,stomach
9-Sep,2,stad_pfizer_uhongkong,stomach
B2M,2,stad_pfizer_uhongkong,stomach
CAPSL,2,stad_pfizer_uhongkong,stomach
NBN,2,stad_pfizer_uhongkong,stomach
FBP2,2,stad_pfizer_uhongkong,stomach
ASIC5,2,stad_pfizer_uhongkong,stomach
NMRK2,2,stad_pfizer_uhongkong,stomach
SSTR4,2,stad_pfizer_uhongkong,stomach
BCR,2,stad_pfizer_uhongkong,stomach
DCAF12L2,2,stad_pfizer_uhongkong,stomach
STAT5B,2,stad_pfizer_uhongkong,stomach
STAT6,2,stad_pfizer_uhongkong,stomach
PRPS1L1,2,stad_pfizer_uhongkong,stomach
PRDM1,2,stad_pfizer_uhongkong,stomach
STK11,2,stad_pfizer_uhongkong,stomach
GJA8,2,stad_pfizer_uhongkong,stomach
GPR174,2,stad_pfizer_uhongkong,stomach
BRCA1,2,stad_pfizer_uhongkong,stomach
NF2,2,stad_pfizer_uhongkong,stomach
BTK,2,stad_pfizer_uhongkong,stomach
KDM2B,2,stad_pfizer_uhongkong,stomach
C1QB,2,stad_pfizer_uhongkong,stomach
ASCL4,2,stad_pfizer_uhongkong,stomach
OR10G9,2,stad_pfizer_uhongkong,stomach
OR10G8,2,stad_pfizer_uhongkong,stomach
MAP3K7,2,stad_pfizer_uhongkong,stomach
CA7,2,stad_pfizer_uhongkong,stomach
TCEA1,2,stad_pfizer_uhongkong,stomach
GPR6,2,stad_pfizer_uhongkong,stomach
NPBWR2,2,stad_pfizer_uhongkong,stomach
PRLHR,2,stad_pfizer_uhongkong,stomach
TCF7L2,2,stad_pfizer_uhongkong,stomach
CAD,2,stad_pfizer_uhongkong,stomach
GPR20,2,stad_pfizer_uhongkong,stomach
TRIM51,2,stad_pfizer_uhongkong,stomach
ZNF645,2,stad_pfizer_uhongkong,stomach
ZSCAN4,2,stad_pfizer_uhongkong,stomach
OR9I1,2,stad_pfizer_uhongkong,stomach
NTRK1,2,stad_pfizer_uhongkong,stomach
NTRK2,2,stad_pfizer_uhongkong,stomach
NTRK3,2,stad_pfizer_uhongkong,stomach
OR52L1,2,stad_pfizer_uhongkong,stomach
OR5B21,2,stad_pfizer_uhongkong,stomach
KLK14,2,stad_pfizer_uhongkong,stomach
